,Price
0,38.696529388427734
1,38.390995025634766
2,43.1207160949707
3,53.226627349853516
4,42.346920013427734
5,41.08956527709961
6,42.24559020996094
7,43.565399169921875
8,41.74758529663086
9,36.89894104003906
10,40.37947082519531
11,40.27342987060547
12,39.27476501464844
13,41.68782424926758
14,52.98604965209961
15,51.946998596191406
16,39.33104705810547
17,41.91395950317383
18,46.52391815185547
19,38.678401947021484
20,45.273582458496094
21,37.04611587524414
22,40.23749923706055
23,53.90113067626953
24,40.19496154785156
25,41.85725021362305
26,53.35995101928711
27,42.945682525634766
28,42.96342086791992
29,41.393863677978516
30,47.54215621948242
31,43.919532775878906
32,41.59999084472656
33,50.970184326171875
34,48.15227127075195
35,40.90827941894531
36,53.5001335144043
37,39.98845291137695
38,37.33364486694336
39,42.75910949707031
40,40.40070724487305
41,42.43903350830078
42,43.69089889526367
43,41.5971794128418
44,39.274070739746094
45,40.326454162597656
46,45.759437561035156
47,36.25542068481445
48,44.072059631347656
49,37.46616744995117
50,43.6530876159668
51,42.282432556152344
52,52.97621154785156
53,47.3127555847168
54,38.99626159667969
55,39.99782943725586
56,44.300811767578125
57,50.71621322631836
58,38.2769660949707
59,46.02519989013672
60,39.72136306762695
61,45.98677062988281
62,40.855194091796875
63,39.58485412597656
64,39.05480194091797
65,36.875404357910156
66,49.89569091796875
67,42.62908172607422
68,40.892337799072266
69,47.61916732788086
70,39.73548889160156
71,39.14521789550781
72,42.7962532043457
73,39.97908401489258
74,40.7321662902832
75,41.178367614746094
76,38.912418365478516
77,42.59440994262695
78,50.120357513427734
79,52.55310821533203
80,40.335105895996094
81,46.24619674682617
82,37.72900390625
83,43.69089889526367
84,43.53925704956055
85,42.33914566040039
86,36.62916564941406
87,43.70980453491211
88,38.452850341796875
89,44.157859802246094
90,44.05010223388672
91,37.89384841918945
92,41.588897705078125
93,43.181053161621094
94,38.923255920410156
95,52.72038650512695
96,38.91447830200195
97,41.21647644042969
98,44.06863021850586
99,47.02735900878906
100,37.51072311401367
101,52.73822021484375
102,39.99323654174805
103,40.91413879394531
104,53.84202194213867
105,41.66533660888672
106,38.460853576660156
107,38.92313766479492
108,38.387088775634766
109,40.60519790649414
110,45.13789367675781
111,37.4324951171875
112,40.87028503417969
113,47.4857063293457
114,39.84038543701172
115,37.12698745727539
116,47.745140075683594
117,41.70304870605469
118,37.06522750854492
119,43.48099899291992
120,42.694095611572266
121,42.29187774658203
122,41.83104705810547
123,40.83367156982422
124,38.66496658325195
125,37.55828094482422
126,39.726112365722656
127,45.544776916503906
128,51.95289611816406
129,37.73798751831055
130,36.46208190917969
131,44.37251663208008
132,39.7933349609375
133,36.264404296875
134,41.86233139038086
135,36.73163986206055
136,41.89381408691406
137,41.46003341674805
138,40.71927261352539
139,42.47588348388672
140,42.85356521606445
141,47.408843994140625
142,45.506202697753906
143,38.39983367919922
144,47.36102294921875
145,39.87045669555664
146,42.87199401855469
147,45.04096603393555
148,38.2056884765625
149,39.63241958618164
150,40.53701400756836
151,42.861270904541016
152,45.746551513671875
153,40.64431381225586
154,40.82453155517578
155,38.68746566772461
156,43.824195861816406
157,46.93099594116211
158,43.55855941772461
159,44.09736251831055
160,45.30455780029297
161,36.85138702392578
162,40.0082893371582
163,40.35386657714844
164,36.4202995300293
165,47.389617919921875
166,40.879371643066406
167,40.97076416015625
168,43.72886276245117
169,41.18021774291992
170,42.2257080078125
171,44.069007873535156
172,40.063411712646484
173,37.01917266845703
174,39.14251708984375
175,42.17189025878906
176,40.57872772216797
177,40.71927261352539
178,46.0199089050293
179,50.77482223510742
180,38.30006408691406
181,37.25233840942383
182,42.58641815185547
183,45.20573806762695
184,41.091373443603516
185,39.905540466308594
186,40.95903778076172
187,39.29160690307617
188,37.27906799316406
189,45.22768783569336
190,50.19850158691406
191,40.67829895019531
192,42.94083786010742
193,41.62839126586914
194,42.724605560302734
195,42.3504638671875
196,45.08355712890625
197,39.677513122558594
198,50.89203643798828
199,37.46616744995117
200,40.335289001464844
201,53.832252502441406
202,43.843265533447266
203,49.81936264038086
204,37.648136138916016
205,40.02861404418945
206,48.42735290527344
207,39.51964569091797
208,46.5045280456543
209,41.60935592651367
210,46.901920318603516
211,40.97076416015625
212,38.56983184814453
213,40.25151443481445
214,37.68217086791992
215,43.46931838989258
216,36.6900749206543
217,45.11238098144531
218,37.90275192260742
219,39.48250961303711
220,42.91804885864258
221,41.97048568725586
222,44.03147888183594
223,41.97843933105469
224,47.716312408447266
225,41.93238067626953
226,41.215843200683594
227,40.28227233886719
228,44.00361633300781
229,44.410953521728516
230,53.36979293823242
231,50.79435729980469
232,53.27139663696289
233,45.55467224121094
234,51.45107650756836
235,38.29177474975586
236,37.44147491455078
237,43.08496856689453
238,40.85274887084961
239,37.421104431152344
240,40.60443878173828
241,42.26400375366211
242,43.18989562988281
243,43.32223892211914
244,43.77653121948242
245,43.68143844604492
246,38.62401580810547
247,41.53738784790039
248,47.221778869628906
249,37.32466506958008
250,52.710540771484375
251,46.708072662353516
252,37.351619720458984
253,37.37858200073242
254,37.01176452636719
255,52.25958251953125
256,52.65150451660156
257,39.1950798034668
258,37.127593994140625
259,41.26912307739258
260,46.81763458251953
261,42.641632080078125
262,40.69731140136719
263,38.55891036987305
264,41.153541564941406
265,38.08095169067383
266,43.78606414794922
267,37.66218948364258
268,38.021575927734375
269,36.41716003417969
270,38.91447830200195
271,38.5243034362793
272,52.44517517089844
273,37.00285720825195
274,39.059112548828125
275,37.029476165771484
276,46.417232513427734
277,45.487117767333984
278,39.113494873046875
279,39.747676849365234
280,42.08897399902344
281,42.31928253173828
282,46.727455139160156
283,39.82052993774414
284,38.16927719116211
285,40.76504898071289
286,43.037811279296875
287,42.49039077758789
288,43.70979690551758
289,40.42367172241211
290,37.42350387573242
291,40.14970397949219
292,41.347015380859375
293,39.2313346862793
294,39.66053009033203
295,38.43059539794922
296,40.74738311767578
297,40.966758728027344
298,42.783424377441406
299,37.35147476196289
300,37.528541564941406
301,36.82931900024414
302,40.57777786254883
303,47.828147888183594
304,39.48250961303711
305,43.33479309082031
306,41.370460510253906
307,42.651084899902344
308,40.41868209838867
309,40.90163040161133
310,47.32236099243164
311,42.54035949707031
312,37.012081146240234
313,37.51962661743164
314,38.87062454223633
315,47.16862487792969
316,39.748016357421875
317,44.06863021850586
318,43.69184875488281
319,53.13871765136719
320,43.700340270996094
321,50.35478973388672
322,37.81365203857422
323,44.07845687866211
324,37.18105697631836
325,45.147586822509766
326,45.406715393066406
327,36.185333251953125
328,41.06593322753906
329,37.10003662109375
330,40.55950164794922
331,42.7962532043457
332,44.22459411621094
333,36.446414947509766
334,51.76140594482422
335,51.11670684814453
336,49.934757232666016
337,44.61449432373047
338,43.54773712158203
339,42.2271614074707
340,38.417510986328125
341,53.51738357543945
342,53.94947052001953
343,41.282413482666016
344,36.88439178466797
345,41.3546028137207
346,52.966373443603516
347,44.15895080566406
348,45.9423713684082
349,37.70673751831055
350,40.43819046020508
351,41.519107818603516
352,42.66933059692383
353,41.62877655029297
354,37.89971923828125
355,38.55891036987305
356,40.4317741394043
357,42.81367874145508
358,47.19269561767578
359,39.0980110168457
360,42.65694808959961
361,45.07166290283203
362,53.733856201171875
363,45.826053619384766
364,42.50835037231445
365,39.87572479248047
366,40.5138053894043
367,45.9423713684082
368,45.21807861328125
369,36.45309829711914
370,43.139892578125
371,52.621002197265625
372,54.01784896850586
373,39.651161193847656
374,37.19887161254883
375,41.87710952758789
376,51.78562545776367
377,40.185211181640625
378,40.06132125854492
379,47.09577178955078
380,40.12479782104492
381,38.09120559692383
382,38.700313568115234
383,42.610511779785156
384,41.70304870605469
385,44.43083572387695
386,47.44727325439453
387,37.19887924194336
388,41.9669189453125
389,41.80242156982422
390,43.50774383544922
391,43.8632698059082
392,41.124629974365234
393,53.38947296142578
394,42.00349044799805
395,40.054039001464844
396,48.317020416259766
397,43.799293518066406
398,37.998558044433594
399,41.1502571105957
400,39.26759338378906
401,41.121734619140625
402,45.17666244506836
403,41.674476623535156
404,41.64706039428711
405,53.773643493652344
406,39.044986724853516
407,51.409751892089844
408,37.528541564941406
409,40.799468994140625
410,38.787174224853516
411,46.45536804199219
412,53.43867111206055
413,37.54030990600586
414,42.42061233520508
415,38.382164001464844
416,39.11619567871094
417,38.75334167480469
418,42.93556594848633
419,38.656131744384766
420,48.12317657470703
421,44.11048126220703
422,47.29353713989258
423,44.54872512817383
424,45.82341766357422
425,46.43837356567383
426,38.22517013549805
427,42.295928955078125
428,39.60298156738281
429,41.47341537475586
430,40.7623176574707
431,37.742374420166016
432,50.833431243896484
433,37.252777099609375
434,42.1903076171875
435,37.8475227355957
436,36.498023986816406
437,50.40363311767578
438,47.667625427246094
439,37.12698745727539
440,53.42198944091797
441,41.253318786621094
442,38.41553497314453
443,44.17298889160156
444,44.338993072509766
445,36.450439453125
446,42.47588348388672
447,41.70580291748047
448,39.49420928955078
449,42.34117889404297
450,37.504371643066406
451,40.90678787231445
452,36.33628845214844
453,39.19512939453125
454,42.93556594848633
455,42.10740661621094
456,39.51233673095703
457,44.19599151611328
458,38.58775329589844
459,50.393863677978516
460,37.44834518432617
461,42.049720764160156
462,37.24380111694336
463,53.832252502441406
464,39.677513122558594
465,39.22145080566406
466,46.37852478027344
467,39.90413284301758
468,37.4324951171875
469,41.214256286621094
470,47.60101318359375
471,41.19535827636719
472,39.01095199584961
473,40.14006805419922
474,40.691158294677734
475,40.19496154785156
476,38.47052764892578
477,39.64595031738281
478,52.63182830810547
479,37.95195388793945
480,40.70052719116211
481,39.77851486206055
482,39.21267318725586
483,42.28242874145508
484,43.37895202636719
485,37.84580993652344
486,43.906944274902344
487,38.098270416259766
488,36.86029815673828
489,42.22282791137695
490,41.88632583618164
491,43.851593017578125
492,43.54773712158203
493,42.20186233520508
494,43.50183868408203
495,41.500823974609375
496,43.4167594909668
497,53.3009147644043
498,41.62604904174805
499,41.674476623535156
500,40.68611145019531
501,39.87045669555664
502,36.79454040527344
503,41.206478118896484
504,38.17985534667969
505,43.815223693847656
506,37.177425384521484
507,47.11515808105469
508,37.831478118896484
509,37.522342681884766
510,37.947303771972656
511,51.008296966552734
512,39.78426742553711
513,37.72455978393555
514,52.47447967529297
515,40.28828048706055
516,39.51998519897461
517,46.38072204589844
518,37.14541244506836
519,45.1027717590332
520,45.70811462402344
521,47.7354736328125
522,53.4288330078125
523,39.20391082763672
524,37.72900390625
525,48.46240997314453
526,44.40572738647461
527,36.68210220336914
528,53.35995101928711
529,40.22039794921875
530,37.70204544067383
531,39.88457107543945
532,40.96162033081055
533,53.00572967529297
534,36.82149124145508
535,41.80242156982422
536,39.38882064819336
537,45.67929458618164
538,40.16864776611328
539,53.645301818847656
540,36.96525192260742
541,41.738441467285156
542,39.44947052001953
543,37.546356201171875
544,40.28828048706055
545,53.035247802734375
546,40.9160270690918
547,39.75422668457031
548,52.44487380981445
549,52.79909896850586
550,44.0135612487793
551,37.180904388427734
552,41.215843200683594
553,47.63945007324219
554,47.06549072265625
555,45.669681549072266
556,40.503204345703125
557,42.461917877197266
558,41.91209411621094
559,42.21368408203125
560,42.51763153076172
561,50.90180969238281
562,40.41008377075195
563,36.4812126159668
564,50.05198287963867
565,41.14396286010742
566,46.979461669921875
567,42.294742584228516
568,50.8803825378418
569,39.9757080078125
570,44.29132080078125
571,40.27342987060547
572,44.814517974853516
573,47.33197021484375
574,50.92134475708008
575,43.70980453491211
576,49.90659713745117
577,44.51757049560547
578,37.44834518432617
579,47.590087890625
580,53.76387405395508
581,37.3875617980957
582,39.66362380981445
583,52.63077163696289
584,45.09316635131836
585,43.50774383544922
586,41.10708999633789
587,41.072017669677734
588,40.97990036010742
589,41.4094352722168
590,48.08440399169922
591,49.94453048706055
592,45.85224914550781
593,37.22560119628906
594,40.98160934448242
595,43.26552200317383
596,41.3546028137207
597,37.0640869140625
598,38.59426498413086
599,49.690555572509766
600,39.64242172241211
601,44.19865798950195
602,43.67109298706055
603,41.68361282348633
604,41.25272750854492
605,45.70811462402344
606,47.07502365112305
607,52.2284049987793
608,36.922672271728516
609,39.077239990234375
610,38.35565185546875
611,43.218257904052734
612,36.498023986816406
613,44.16740036010742
614,43.80561447143555
615,38.21424102783203
616,37.16322708129883
617,38.04388427734375
618,37.54293441772461
619,46.5723762512207
620,42.77396774291992
621,40.808895111083984
622,48.44302749633789
623,41.66533660888672
624,39.08899688720703
625,38.541236877441406
626,42.21794509887695
627,37.504371643066406
628,37.207786560058594
629,37.881744384765625
630,39.326690673828125
631,43.36660385131836
632,37.62654495239258
633,37.0468864440918
634,42.88740539550781
635,53.14848327636719
636,42.17189025878906
637,41.482547760009766
638,42.72195816040039
639,45.418975830078125
640,45.28327941894531
641,52.9270133972168
642,50.46223831176758
643,43.133182525634766
644,42.08112716674805
645,36.09367752075195
646,42.3107795715332
